,0,1,2,3,4,5
74,45.0,20.0,10.0,136.0,12.0,136.0
75,80.0,38.0,23.0,83.0,24.0,83.0
76,50.0,20.0,20.0,64.0,23.0,64.0
77,47.0,23.0,16.0,84.0,20.0,84.0
78,32.0,15.0,11.0,48.0,7.0,48.0
79,41.0,17.0,17.0,22.0,12.0,41.0
80,41.0,21.0,13.0,37.0,14.0,41.0
81,48.0,28.0,16.0,29.0,19.0,48.0
82,74.0,19.0,54.0,123.0,19.0,123.0
83,52.0,18.0,16.0,56.0,13.0,56.0
84,46.0,14.0,17.0,46.0,10.0,46.0
85,49.0,25.0,13.0,37.0,20.0,49.0
86,68.0,23.0,18.0,85.0,16.0,85.0
87,54.0,23.0,21.0,77.0,11.0,77.0
88,38.0,16.0,12.0,47.0,17.0,47.0
89,24.0,16.0,8.0,26.0,8.0,26.0
90,39.0,17.0,12.0,110.0,10.0,110.0
91,51.0,19.0,20.0,96.0,15.0,96.0
92,33.0,16.0,14.0,59.0,24.0,59.0
93,40.0,17.0,24.0,150.0,19.0,150.0
94,36.0,15.0,18.0,51.0,15.0,51.0
95,23.0,15.0,7.0,25.0,6.0,25.0
96,27.0,17.0,8.0,45.0,14.0,45.0
97,23.0,15.0,6.0,24.0,6.0,24.0
98,22.0,15.0,4.0,29.0,13.0,29.0
99,65.0,23.0,18.0,113.0,21.0,113.0
100,66.0,29.0,14.0,132.0,29.0,132.0
101,52.0,29.0,12.0,89.0,17.0,89.0
102,48.0,24.0,10.0,65.0,14.0,65.0
103,50.0,19.0,9.0,44.0,16.0,50.0
104,59.0,37.0,16.0,40.0,10.0,59.0
105,58.0,26.0,21.0,77.0,26.0,77.0
106,76.0,54.0,24.0,68.0,15.0,76.0
107,69.0,26.0,13.0,113.0,17.0,113.0
108,73.0,38.0,19.0,124.0,15.0,124.0
109,59.0,45.0,21.0,140.0,20.0,140.0
110,58.0,17.0,16.0,102.0,14.0,102.0
111,63.0,17.0,17.0,50.0,20.0,63.0
112,46.0,20.0,16.0,55.0,15.0,55.0
113,63.0,28.0,17.0,53.0,19.0,63.0
114,67.0,38.0,27.0,32.0,16.0,67.0
115,41.0,20.0,7.0,37.0,10.0,41.0
116,54.0,19.0,24.0,64.0,25.0,64.0
117,52.0,26.0,16.0,88.0,24.0,88.0
118,51.0,30.0,14.0,48.0,14.0,51.0
119,56.0,23.0,17.0,139.0,14.0,139.0
120,63.0,33.0,16.0,74.0,17.0,74.0
121,53.0,27.0,19.0,76.0,31.0,76.0
122,62.0,30.0,29.0,67.0,18.0,67.0
123,51.0,21.0,17.0,67.0,23.0,67.0
124,49.0,23.0,15.0,58.0,16.0,58.0
125,56.0,48.0,15.0,44.0,20.0,56.0
126,49.0,21.0,21.0,56.0,14.0,56.0
127,53.0,20.0,20.0,47.0,13.0,53.0
128,68.0,37.0,19.0,44.0,17.0,68.0
129,67.0,25.0,15.0,42.0,15.0,67.0
130,68.0,22.0,24.0,125.0,17.0,125.0
131,75.0,29.0,11.0,115.0,18.0,115.0
132,59.0,24.0,13.0,70.0,12.0,70.0
133,53.0,20.0,8.0,73.0,22.0,73.0
134,75.0,43.0,10.0,61.0,16.0,75.0
135,73.0,26.0,10.0,67.0,15.0,73.0
136,69.0,22.0,9.0,80.0,15.0,80.0
137,66.0,19.0,8.0,73.0,12.0,73.0
138,67.0,19.0,15.0,89.0,14.0,89.0
139,76.0,34.0,10.0,65.0,16.0,76.0
140,58.0,23.0,12.0,60.0,13.0,60.0
141,59.0,22.0,7.0,69.0,12.0,69.0
142,64.0,25.0,13.0,92.0,16.0,92.0
143,73.0,33.0,13.0,85.0,15.0,85.0
144,74.0,28.0,10.0,69.0,15.0,74.0
145,72.0,35.0,15.0,151.0,12.0,151.0
146,78.0,31.0,11.0,105.0,16.0,105.0
147,59.0,27.0,6.0,51.0,11.0,59.0
148,53.0,37.0,8.0,30.0,7.0,53.0
149,56.0,27.0,18.0,39.0,15.0,56.0
150,51.0,26.0,12.0,31.0,12.0,51.0
151,24.0,20.0,11.0,25.0,11.0,25.0
152,61.0,32.0,15.0,42.0,15.0,61.0
153,61.0,25.0,9.0,53.0,10.0,61.0
154,61.0,31.0,25.0,72.0,17.0,72.0
155,74.0,50.0,15.0,61.0,17.0,74.0
156,50.0,17.4,10.8,44.2,13.4,50.0
157,54.0,25.0,7.0,42.0,14.0,54.0
158,62.0,27.0,7.0,34.0,12.0,62.0
159,64.0,32.0,9.0,39.0,12.0,64.0
160,66.0,33.0,8.0,55.0,13.0,66.0
161,63.0,34.0,14.0,78.0,16.0,78.0
162,56.0,28.0,9.0,53.0,14.0,56.0
163,69.0,38.0,15.0,54.0,13.0,69.0
164,53.0,26.0,16.0,87.0,19.0,87.0
165,67.0,26.0,11.0,54.0,14.0,67.0
166,57.0,25.0,7.0,44.0,9.0,57.0
167,59.0,26.0,6.0,48.0,13.0,59.0
168,50.0,23.0,12.0,93.0,12.0,93.0
169,55.0,33.0,10.0,120.0,12.0,120.0
170,54.0,29.0,6.0,140.0,11.0,140.0
171,67.0,35.0,12.0,51.0,15.0,67.0
172,68.0,27.0,15.0,49.0,14.0,68.0
173,76.0,34.0,17.0,38.0,12.0,76.0
174,56.0,30.0,6.0,36.0,7.0,56.0
175,46.0,30.0,17.0,34.0,10.0,46.0
176,21.0,23.0,5.2,34.0,4.0,34.0
177,18.0,28.0,5.0,34.0,4.0,34.0
178,44.0,28.0,21.0,36.0,10.0,44.0
179,29.0,30.0,10.0,46.0,8.0,46.0
180,24.0,24.0,8.0,63.0,6.0,63.0
181,38.0,27.0,11.0,47.0,9.0,47.0
182,50.0,25.0,5.0,46.0,10.0,50.0
183,45.0,26.0,5.0,54.0,10.0,54.0
184,58.0,28.0,6.0,45.0,11.0,58.0
185,64.0,25.0,8.0,82.0,11.0,82.0
186,57.0,30.0,8.0,87.0,18.0,87.0
187,76.0,30.0,13.0,143.0,14.0,143.0
188,83.0,29.0,25.0,108.0,22.0,108.0
189,55.0,27.0,6.0,63.0,9.0,63.0
190,35.0,26.0,12.0,73.0,11.0,73.0
191,50.0,30.0,15.0,69.0,17.0,69.0
192,50.0,28.0,10.0,92.0,16.0,92.0
193,55.0,29.0,12.0,94.0,12.0,94.0
194,68.0,30.0,14.0,79.0,15.0,79.0
195,73.0,30.0,18.0,47.0,16.0,73.0
196,67.0,31.0,16.0,90.0,16.0,90.0
197,58.0,35.0,11.0,120.0,14.0,120.0
198,76.0,33.0,20.0,80.0,21.0,80.0
199,87.0,37.0,16.0,95.0,19.0,95.0
200,67.0,39.0,12.0,62.0,12.0,67.0
201,58.0,32.0,11.0,145.0,21.0,145.0
202,67.0,36.0,11.0,94.0,16.0,94.0
203,57.0,31.0,11.0,51.0,13.0,57.0
204,68.0,38.0,21.0,70.0,19.0,70.0
205,58.0,32.0,9.0,65.0,11.0,65.0
206,68.0,44.0,10.0,61.0,11.0,68.0
207,65.0,34.0,9.0,112.0,15.0,112.0
208,58.0,32.0,7.0,84.0,15.0,84.0
209,44.0,30.0,11.2,45.0,12.0,45.0
210,61.0,37.0,20.0,66.0,17.0,66.0
211,51.0,30.0,13.4,123.0,12.0,123.0
212,57.0,33.0,9.0,76.0,16.0,76.0
213,58.0,37.0,10.0,60.0,15.0,60.0
214,47.0,32.0,8.0,86.0,11.0,86.0
215,54.0,35.0,9.0,66.0,14.0,66.0
216,62.0,39.0,12.0,88.0,15.0,88.0
217,67.0,39.0,10.0,84.0,13.0,84.0
218,71.0,34.0,9.0,60.0,15.0,71.0
219,74.0,40.0,8.0,74.0,14.0,74.0
220,68.0,34.0,19.0,153.0,17.0,153.0
221,58.0,34.0,10.0,96.0,18.0,96.0
222,61.0,33.0,12.0,86.0,14.0,86.0
223,58.0,34.0,6.0,87.0,13.0,87.0
224,60.0,34.0,9.0,67.0,9.0,67.0
225,66.0,34.0,15.0,112.0,18.0,112.0
226,88.0,46.0,20.0,100.0,23.0,100.0
227,63.0,37.0,10.0,76.0,16.0,76.0
228,64.0,38.0,11.0,101.0,15.0,101.0
229,65.0,39.0,6.0,58.0,10.0,65.0
230,59.0,36.0,6.0,57.0,11.0,59.0
231,50.0,33.0,7.0,69.0,6.0,69.0
232,35.0,43.0,10.8,39.2,10.4,43.0
233,35.6,45.0,10.0,39.6,10.6,45.0
234,25.8,47.0,9.6,28.6,8.8,47.0
235,60.0,37.0,13.0,57.0,16.2,60.0
236,70.0,43.0,21.4,52.8,16.6,70.0
237,62.0,38.0,7.0,61.0,14.0,62.0
238,64.0,47.0,11.0,52.0,16.8,64.0
239,64.0,42.0,10.0,44.0,15.6,64.0
240,70.0,51.0,11.0,91.0,20.4,91.0
241,54.0,38.0,8.0,45.0,13.8,54.0
242,58.0,39.0,8.0,81.0,14.8,81.0
243,54.0,36.0,4.0,55.0,10.0,55.0
244,57.0,39.0,7.0,65.0,12.0,65.0
245,65.0,37.0,11.0,55.0,13.0,65.0
246,65.0,40.0,11.0,151.0,15.0,151.0
247,57.0,37.0,8.0,92.0,12.0,92.0
248,60.0,37.0,11.0,56.0,19.0,60.0
249,59.0,40.0,5.0,59.0,16.0,59.0
250,69.0,49.0,5.0,59.0,15.0,69.0
251,56.0,43.0,5.0,52.0,13.0,56.0
252,53.0,40.0,9.0,99.0,12.0,99.0
253,65.0,45.0,15.0,85.0,18.0,85.0
254,59.0,40.0,10.0,58.0,18.0,59.0
255,59.0,46.0,17.0,145.0,21.0,145.0
256,64.0,46.0,12.0,95.0,17.0,95.0
257,69.0,48.0,17.0,85.0,23.0,85.0
258,56.0,30.6,10.0,66.0,11.0,66.0
259,54.0,27.4,6.0,76.0,13.0,76.0
260,53.0,24.4,5.0,48.0,11.0,53.0
261,52.0,14.6,5.0,68.0,10.0,68.0
262,53.0,17.4,4.0,68.0,8.0,68.0
263,58.0,34.8,7.0,66.0,18.0,66.0
264,61.0,22.6,10.0,109.0,11.0,109.0
265,70.0,46.0,16.0,128.0,19.0,128.0
266,59.0,42.0,10.0,103.0,16.0,103.0
267,63.0,43.0,15.0,100.0,18.0,100.0
268,65.0,51.0,16.0,71.0,17.0,71.0
269,44.0,40.0,10.0,30.0,15.0,44.0
270,62.0,45.0,34.0,121.0,18.0,121.0
271,58.0,44.0,10.0,124.0,14.0,124.0
272,56.0,52.0,14.0,44.0,17.0,56.0
273,49.0,42.0,13.0,81.0,12.0,81.0
274,57.0,51.0,18.0,39.0,15.0,57.0
275,58.0,52.0,23.0,65.0,20.0,65.0
276,53.0,50.0,12.0,60.0,22.0,60.0
277,69.0,51.0,12.0,50.0,17.0,69.0
278,55.0,46.0,6.0,41.0,13.0,55.0
279,55.0,43.0,14.0,81.0,14.0,81.0
280,43.0,44.0,10.0,56.0,14.0,56.0
281,54.0,46.0,16.0,66.0,15.0,66.0
282,60.0,43.0,24.0,72.0,24.0,72.0
283,58.0,48.0,13.0,80.0,19.0,80.0
284,57.0,49.0,17.0,79.0,23.0,79.0
285,57.0,45.0,21.0,110.0,24.0,110.0
286,50.0,45.0,10.0,93.0,19.0,93.0
287,52.0,47.0,4.0,90.0,11.0,90.0
288,41.0,46.0,8.0,84.0,18.0,84.0
289,42.0,48.0,10.0,134.0,18.0,134.0
290,51.0,49.0,7.0,98.0,16.0,98.0
291,53.0,51.0,16.0,40.0,20.0,53.0
292,49.0,47.0,20.0,94.0,22.0,94.0
293,69.4,50.0,40.0,78.0,27.0,78.0
294,48.0,50.0,15.0,59.0,14.0,59.0
295,56.0,52.0,12.0,67.0,15.0,67.0
296,52.2,50.0,13.0,93.0,28.0,93.0
297,49.8,51.0,12.0,60.0,19.0,60.0
298,52.0,50.0,12.0,68.0,17.0,68.0
299,34.0,47.0,11.0,72.0,13.0,72.0
300,60.0,52.0,17.0,74.0,19.0,74.0
301,61.0,51.0,36.0,67.0,20.0,67.0
302,53.0,48.0,19.0,66.0,20.0,66.0
303,50.0,46.0,12.0,83.0,16.0,83.0
304,59.0,50.0,11.0,80.0,15.0,80.0
305,70.0,51.0,15.0,138.0,18.0,138.0
306,60.0,50.0,10.0,108.0,12.0,108.0
307,55.0,50.0,10.0,73.0,14.0,73.0
308,67.0,52.0,18.0,52.0,18.0,67.0
309,43.0,50.0,8.0,39.0,12.0,50.0
310,36.0,52.0,9.0,25.0,9.0,52.0
311,57.0,52.0,22.0,39.0,20.0,57.0
312,45.0,49.0,11.0,75.0,16.0,75.0
313,51.0,51.0,15.0,69.0,18.0,69.0
314,24.2,24.2,14.0,22.8,19.0,19.0
315,54.83202687569989,26.776649746192895,13.318539325842696,67.0,15.154835103409726,74.4988986784141
316,49.0,48.0,12.0,66.0,19.0,66.0
317,53.0,53.0,18.0,61.0,22.0,61.0
318,40.0,53.0,12.0,79.0,29.0,79.0
319,59.0,54.0,11.0,101.0,19.0,101.0
320,55.0,54.0,15.0,90.0,26.0,90.0
321,60.0,55.0,19.0,66.0,16.0,66.0
322,47.0,53.0,16.0,76.0,16.0,76.0
323,55.0,54.0,11.0,105.0,11.0,105.0
324,43.0,53.0,8.0,106.0,14.0,106.0
325,56.0,54.0,12.0,32.0,23.0,56.0
326,70.0,55.0,16.0,71.0,20.0,71.0
327,32.0,53.0,6.0,32.0,18.0,53.0
328,29.0,53.0,7.0,29.0,7.0,53.0
329,25.0,53.0,6.0,27.0,6.0,53.0
330,19.0,53.0,7.0,18.0,7.0,53.0
331,18.0,53.0,8.0,18.0,7.0,53.0
332,24.0,53.0,7.0,37.0,15.0,53.0
333,27.0,53.0,13.0,23.0,13.0,53.0
334,17.0,49.0,8.0,17.0,8.0,49.0
335,34.0,49.0,11.0,16.0,7.0,49.0
336,31.0,49.0,9.0,29.0,7.0,49.0
337,22.0,50.0,6.0,29.0,5.0,50.0
338,25.0,50.0,8.0,38.0,7.0,50.0
339,37.0,51.0,10.0,95.0,21.0,95.0
340,43.0,51.0,10.0,54.0,21.0,54.0
341,30.0,51.0,7.0,30.0,19.0,51.0
342,22.0,51.0,11.0,32.0,14.0,51.0
343,24.0,51.0,6.0,25.0,6.0,51.0
344,29.0,51.0,9.0,30.0,11.0,51.0
345,54.83202687569989,26.776649746192895,13.318539325842696,67.0,15.154835103409726,74.4988986784141
346,21.0,51.0,23.0,19.0,7.0,51.0
347,27.0,51.0,11.0,58.0,23.0,58.0
348,34.0,51.0,9.0,31.0,18.0,51.0
349,46.0,51.0,15.0,19.0,18.0,51.0
350,25.0,51.0,11.0,25.0,7.0,51.0
351,24.0,52.0,8.0,25.0,7.0,52.0
352,22.0,52.0,7.0,33.0,11.0,52.0
353,26.0,52.0,7.0,30.0,12.0,52.0
354,31.0,52.0,19.0,33.0,15.0,52.0
355,29.0,52.0,19.0,30.0,12.0,52.0
356,30.0,52.0,11.0,56.0,9.0,56.0
357,28.0,31.4,10.0,43.0,7.0,43.0
358,19.0,15.6,5.0,31.0,4.0,31.0
359,22.0,14.4,4.0,30.0,5.0,30.0
360,25.0,20.4,6.0,34.0,11.0,34.0
361,27.0,24.8,5.0,30.0,18.0,30.0
362,55.0,22.4,15.0,34.0,16.0,55.0
363,50.0,22.0,12.0,42.0,15.0,50.0
364,47.0,32.0,14.0,43.0,14.0,47.0
365,59.0,29.0,36.0,33.0,9.0,59.0
366,18.0,28.0,5.0,33.0,14.0,33.0
367,52.0,33.0,15.0,73.0,23.0,73.0
368,53.0,49.0,12.0,47.0,15.0,53.0
369,35.0,32.0,11.0,19.0,10.0,35.0
370,20.0,28.0,6.0,24.0,5.0,28.0
371,21.0,29.0,6.0,24.0,5.0,29.0
372,43.0,33.0,12.0,48.0,17.0,48.0
373,23.0,30.0,5.0,18.0,14.0,30.0
374,21.0,30.0,6.0,45.0,17.0,45.0
375,22.0,31.0,6.0,41.0,19.0,41.0
376,29.0,29.0,7.0,24.0,17.0,29.0
377,26.0,30.0,5.0,26.0,21.0,30.0
378,28.0,30.0,6.0,31.0,14.0,31.0
379,24.0,30.0,11.0,31.0,12.0,31.0
380,25.0,32.0,13.0,33.0,10.0,33.0
381,34.0,31.0,11.0,30.0,13.0,34.0
382,25.0,30.0,11.0,17.0,15.0,30.0
383,28.0,29.0,26.0,21.0,19.0,29.0
384,16.0,29.0,9.0,24.0,7.0,29.0
385,24.0,29.0,9.0,27.0,8.0,29.0
386,26.0,29.0,10.0,22.0,6.0,29.0
387,24.0,30.0,8.0,35.0,9.0,35.0
388,29.0,26.4,9.0,28.0,19.0,29.0
389,18.0,19.6,9.0,20.0,15.0,20.0
390,20.0,13.0,8.0,37.0,7.0,37.0
391,26.0,13.0,7.0,34.0,6.0,34.0
392,28.0,13.0,7.0,22.0,6.0,28.0
393,19.0,13.0,8.0,25.0,7.0,25.0
394,20.0,13.0,9.0,28.0,7.0,28.0
395,25.0,18.0,9.0,39.0,12.0,39.0
396,32.0,18.0,37.0,35.2,13.0,37.0
397,45.0,22.0,56.0,47.4,12.0,56.0
398,25.0,21.0,35.0,39.0,10.0,39.0
399,24.0,21.0,35.0,29.0,12.0,35.0
400,24.0,20.0,32.0,40.0,9.0,40.0
401,41.0,27.0,71.0,55.0,16.0,71.0
402,38.0,23.0,60.0,51.2,14.0,60.0
403,43.0,22.0,62.0,41.0,22.0,62.0
404,38.0,24.0,62.0,52.6,14.0,62.0
405,31.0,23.0,52.0,53.6,16.0,52.0
406,31.0,25.0,39.0,38.2,12.0,39.0
407,36.0,21.0,56.0,55.0,12.0,56.0
408,44.0,20.0,32.0,53.0,13.0,53.0
409,34.0,22.0,9.0,31.8,17.0,34.0
410,28.0,22.0,18.0,30.2,15.0,28.0
411,20.0,22.0,13.0,54.0,14.0,54.0
412,39.0,24.0,14.0,42.0,14.0,42.0
413,19.0,23.0,6.0,60.0,9.0,60.0
414,26.0,24.0,6.0,58.0,14.0,58.0
415,29.0,27.0,7.0,42.0,14.0,42.0
416,51.0,26.0,12.0,66.0,26.0,66.0
417,45.0,26.0,12.0,26.0,19.0,45.0
418,56.0,26.0,13.0,52.2,12.0,56.0
419,24.0,23.0,8.6,54.0,11.0,54.0
420,28.0,26.0,4.0,69.0,11.0,69.0
421,38.0,25.0,10.0,65.0,15.0,65.0
422,36.0,25.0,17.0,35.0,17.0,36.0
423,48.0,28.0,15.0,26.0,16.0,48.0
424,48.0,24.0,13.0,119.0,19.0,119.0
425,47.0,29.0,13.0,146.0,17.0,146.0
426,59.0,30.0,14.4,68.0,15.0,68.0
427,60.0,30.0,17.0,154.0,15.0,154.0
428,28.0,23.0,9.0,57.0,20.0,57.0
429,36.0,25.0,12.0,56.0,16.0,56.0
430,41.0,26.0,17.0,52.0,21.0,52.0
431,55.0,29.0,31.0,89.0,22.0,89.0
432,56.0,30.0,21.0,59.0,27.0,59.0
433,32.0,25.0,11.0,31.0,12.0,32.0
434,26.0,25.0,6.0,31.0,10.0,31.0
435,28.0,24.0,9.0,28.0,9.0,28.0
436,35.0,25.0,11.0,33.0,8.0,35.0
437,43.0,31.0,11.0,34.0,11.0,43.0
438,68.0,37.0,22.0,136.0,30.0,136.0
439,62.0,30.0,12.0,90.0,15.0,90.0
440,71.0,32.0,17.0,92.0,20.0,92.0
441,72.0,31.0,43.0,109.0,14.0,109.0
442,43.0,27.0,9.0,99.0,15.0,99.0
443,48.0,29.0,9.0,170.0,15.0,170.0
444,44.0,25.0,19.0,87.0,14.0,87.0
445,25.0,25.0,7.0,46.0,9.0,46.0
446,71.0,44.0,31.0,32.0,21.0,71.0
447,63.0,30.0,17.0,55.0,17.0,63.0
448,24.0,24.0,10.0,64.0,19.0,64.0
449,46.0,27.0,17.0,90.0,19.0,90.0
450,34.0,22.0,8.0,94.0,7.0,94.0
451,71.0,31.0,42.0,195.0,21.0,195.0
452,55.0,34.0,12.0,129.0,15.0,129.0
453,56.0,30.0,22.0,105.0,18.0,105.0
454,31.0,25.0,6.0,54.0,7.0,54.0
455,30.0,25.0,7.0,49.0,13.0,49.0
456,34.0,27.0,8.0,55.0,19.0,55.0
457,36.0,26.0,12.0,53.0,26.0,53.0
458,45.0,28.0,9.0,82.0,28.0,82.0
459,69.0,37.0,19.0,148.0,18.0,148.0
460,50.0,29.0,13.0,113.0,12.0,113.0
461,58.0,31.0,12.0,51.0,12.0,58.0
462,41.0,28.0,7.0,47.0,12.0,47.0
463,53.0,33.0,16.0,57.0,11.0,57.0
464,52.0,36.0,16.0,54.0,15.0,54.0
465,66.0,33.0,14.0,66.0,13.0,66.0
466,69.0,31.0,10.0,56.4,14.0,69.0
467,54.0,23.2,7.0,44.0,11.0,54.0
468,51.0,26.2,14.0,56.0,12.0,56.0
469,52.0,27.0,19.0,42.0,13.0,52.0
470,62.0,33.0,17.0,49.6,18.0,62.0
471,57.0,26.0,10.0,68.0,14.0,68.0
472,76.0,29.0,26.0,73.2,23.0,76.0
473,75.0,27.0,32.0,77.0,22.0,77.0
474,68.0,14.0,23.0,40.0,18.0,68.0
475,71.0,26.0,43.0,68.0,25.0,71.0
476,64.0,11.0,25.0,47.0,18.0,64.0
477,36.0,7.0,16.0,60.0,16.0,60.0
478,55.0,12.0,25.0,72.0,34.0,72.0
479,56.0,9.0,31.0,19.0,18.0,56.0
480,60.0,13.0,24.0,31.0,25.0,60.0
481,62.0,15.0,12.0,35.0,16.0,62.0
482,57.0,18.0,14.0,72.0,16.0,72.0
483,51.0,7.0,20.0,72.0,18.0,72.0
484,72.0,16.0,15.0,76.0,19.0,76.0
485,66.0,10.0,9.0,73.0,18.0,73.0
486,73.0,20.0,14.0,76.0,18.0,76.0
487,76.0,11.0,17.0,80.0,20.0,80.0
488,91.0,27.0,35.0,68.0,23.0,91.0
489,76.0,19.0,15.0,69.0,17.0,76.0
490,62.0,11.0,6.0,74.0,15.0,74.0
491,68.0,15.0,8.0,59.0,16.0,68.0
492,69.0,19.0,11.0,76.0,17.0,76.0
493,73.0,18.0,10.0,96.0,20.0,96.0
494,71.0,25.0,6.0,66.0,15.0,71.0
495,71.0,16.0,8.0,64.0,18.0,71.0
496,79.0,20.0,12.0,68.0,21.0,79.0
497,70.0,20.0,15.0,73.0,14.0,73.0
498,82.0,23.0,12.0,81.0,13.0,82.0
499,85.0,23.0,17.0,80.4,17.0,85.0
500,75.0,26.0,16.0,59.0,16.0,75.0
501,54.0,13.0,14.0,36.0,16.0,54.0
502,58.0,15.0,9.0,54.0,11.0,58.0
503,54.0,12.0,9.0,86.0,10.0,86.0
504,57.0,20.0,16.0,52.6,12.0,57.0
505,57.0,24.0,11.0,63.0,16.0,63.0
506,58.0,22.0,7.0,50.0,10.0,58.0
507,56.0,15.0,6.0,44.0,12.0,56.0
508,36.0,19.0,7.0,33.0,10.0,36.0
509,54.0,15.0,13.0,50.0,11.0,54.0
510,61.0,20.0,11.0,59.0,13.0,61.0
511,58.0,14.0,12.0,106.0,10.0,106.0
512,64.0,14.0,18.0,120.0,33.0,120.0
513,79.0,31.0,24.6,75.0,20.0,79.0
514,71.0,19.0,16.2,102.0,20.0,102.0
515,70.0,25.0,22.6,183.0,20.0,183.0
516,75.0,27.0,20.0,106.0,15.0,106.0
517,67.0,25.0,10.0,65.0,18.0,67.0
518,77.0,21.0,8.0,74.0,17.0,77.0
519,72.0,17.0,8.0,68.0,19.0,72.0
520,69.0,24.0,8.0,73.0,14.0,73.0
521,70.0,19.0,8.0,87.0,13.0,87.0
522,68.0,15.0,8.0,87.0,18.0,87.0
523,63.0,17.0,11.0,84.0,17.0,84.0
524,80.0,19.0,25.0,80.0,22.0,80.0
525,68.0,27.0,18.0,203.0,17.0,203.0
526,74.0,18.0,6.0,169.0,14.0,169.0
527,64.0,14.0,9.0,161.0,13.0,161.0
528,54.0,20.0,15.0,100.0,16.0,100.0
529,56.0,12.0,3.0,93.0,7.0,93.0
530,54.0,12.0,7.0,161.0,7.0,161.0
531,59.0,37.0,15.0,139.0,17.0,139.0
532,49.0,15.0,1.0,71.0,8.0,71.0
533,43.0,12.0,3.0,61.0,10.0,61.0
